/////////////////////
/// CORE ITEM DATA //
/////////////////////

//Start by parsing this in your map/dictionary to parse the other data.
//ID|Item Name|Rarity|Properties|Category|Base Color|Overlay Color|Hits to break|Growtime in seconds|Clothing Type (None if its not a clothing, specified in category)

0|Blank|1|NoSeed, Dropless, Beta, Mod, Untradable|Foreground_Block|690000|690000|4|31|None
358|Cloudstone Block|28|0|Foreground_Block|60A2F4|E6FDFF|3|22792|None
359|Cloudstone Block Seed|28|0|Seed|000000|000000|20|0|None
360|Dreamstone Block|23|0|Foreground_Block|FF9900|FFFFFF|3|12857|None
361|Dreamstone Block Seed|23|0|Seed|000000|000000|20|0|None
362|Angel Wings|999|NoSeed, Dropless|Clothing|EFEFEF|FFFFFF|0|3600|Back
363|Angel Wings Seed|999|NoSeed|Seed|000000|000000|20|0|None
364|Diaper|999|NoSeed, Dropless|Clothing|CAC5B2|EEECE2|0|3600|Pants
365|Diaper Seed|999|NoSeed|Seed|000000|000000|20|0|None
366|Heartbow|999|NoSeed, Dropless|Clothing|F4E268|FF1207|0|3600|Hand
367|Heartbow Seed|999|NoSeed|Seed|000000|000000|20|0|None
368|Mud Glob|4|0|Consummable|36281C|66472A|3|184|None
369|Mud Glob Seed|4|0|Seed|000000|000000|20|0|None
370|Cargo Shorts|3|NoSeed|Clothing|BEA962|A4904C|0|117|Pants
371|Cargo Shorts Seed|3|NoSeed|Seed|000000|000000|20|0|None
372|Stinky Socks|4|NoSeed|Clothing|E6E6E6|E4AFA0|0|184|Feet
373|Stinky Socks Seed|4|NoSeed|Seed|000000|000000|20|0|None
374|Tan Shirt|4|NoSeed|Clothing|D5CC99|E4DCB2|0|184|Shirt
375|Tan Shirt Seed|4|NoSeed|Seed|000000|000000|20|0|None
376|Super Crate Box|3|0|Foreground_Block|8E5423|76451D|3|117|None
377|Super Crate Box Seed|3|0|Seed|000000|000000|20|0|None
378|Amber Glass|3|0|Background_Block|DFC96B|FFFFFF|2|117|None
379|Amber Glass Seed|3|0|Seed|000000|000000|20|0|None
380|Lava Rock|2|0|Foreground_Block|302B26|D0290E|4|68|None
381|Lava Rock Seed|2|0|Seed|000000|000000|20|0|None
382|Time-Space Rupture|79|Wrenchable, NoShadow|Portal|000000|C8C8C8|5|495409|None
383|Time-Space Rupture Seed|79|0|Seed|000000|000000|20|0|None
384|Valentine|999|NoSeed, Dropless, NoSelf|Consummable|FA0B0C|FE7070|3|3600|None
385|Valentine Seed|999|NoSeed|Seed|000000|000000|20|0|None
386|Candy Heart|999|NoSeed, Dropless|Consummable|FA0B0C|FE7070|3|3600|None
387|Candy Heart Seed|999|NoSeed|Seed|000000|000000|20|0|None
388|Perfume|999|NoSeed, Dropless|Consummable|FA0B0C|FE7070|3|3600|None
389|Perfume Seed|999|NoSeed|Seed|000000|000000|20|0|None
390|Heartstone Block|999|NoSeed, Dropless|Foreground_Block|FA0B0C|FFFFFF|6|3600|None
391|Heartstone Block Seed|999|NoSeed|Seed|000000|000000|20|0|None
392|Heartstone|100|NoSeed, Dropless|Foreground_Block|FF9900|FFFFFF|10|1003000|None
393|Heartstone Seed|100|NoSeed|Seed|000000|000000|20|0|None
394|Ultra Trophy 3000|999|Permanent, AutoPickup|Foreground_Block|FFB007|CDCE0B|10|3600|None
395|Ultra Trophy 3000 Seed|999|0|Seed|000000|000000|20|0|None
396|Ultra Trophy 3001|999|Permanent|Foreground_Block|FFB007|CDCE0B|10|3600|None
397|Ultra Trophy 3001 Seed|999|0|Seed|000000|000000|20|0|None
398|Stove|71|MultiFacing, Wrenchable|Toggleable_Foreground|DFDFDF|C63536|7|360041|None
399|Stove Seed|71|0|Seed|000000|000000|20|0|None
400|Spatula|88|NoSeed|Clothing|E7DED3|EBEBEB|0|684112|Hand
401|Spatula Seed|88|NoSeed|Seed|000000|000000|20|0|None
402|Apron|82|NoSeed|Clothing|FAFAFA|E9CDCD|0|553828|Shirt
403|Apron Seed|82|NoSeed|Seed|000000|000000|20|0|None
404|Chef Hat|74|NoSeed|Clothing|C8C8C8|F0F0F0|0|407444|Hat
405|Chef Hat Seed|74|NoSeed|Seed|000000|000000|20|0|None
406|Blueberry Pie|83|0|Consummable|FF00FF|ECD692|3|574277|None
407|Blueberry Pie Seed|83|0|Seed|000000|000000|20|0|None
408|Duct Tape|999|NoSeed, Dropless|Consummable|69BB40|C9F204|20|3600|None
409|Duct Tape Seed|999|0|Seed|000000|000000|20|0|None
410|Checkpoint|42|0|Checkpoint|C9D400|F2FF0F|7|75348|None
411|Checkpoint Seed|42|0|Seed|000000|000000|20|0|None
412|Sheet Music: Blank|9|WorldLock|Sheet_Music|FFFFFF|000000|3|999|None
413|Sheet Music: Blank Seed|9|0|Seed|000000|000000|20|0|None
414|Sheet Music: Bass Note|24|WorldLock|Sheet_Music|FFFFFF|000000|3|14544|None
415|Sheet Music: Bass Note Seed|24|0|Seed|000000|000000|20|0|None
416|Sheet Music: Sharp Bass|32|WorldLock|Sheet_Music|FFFFFF|1B46B9|3|33728|None
417|Sheet Music: Sharp Bass Seed|32|0|Seed|000000|000000|20|0|None
418|Sheet Music: Flat Bass|25|WorldLock|Sheet_Music|FFFFFF|000000|3|16375|None
419|Sheet Music: Flat Bass Seed|25|0|Seed|000000|000000|20|0|None
420|Sheet Music: Piano Note|14|WorldLock|Sheet_Music|FFFFFF|000000|3|3164|None
421|Sheet Music: Piano Note Seed|14|0|Seed|000000|000000|20|0|None
422|Sheet Music: Sharp Piano|22|WorldLock|Sheet_Music|FFFFFF|000000|3|11308|None
423|Sheet Music: Sharp Piano Seed|22|0|Seed|000000|000000|20|0|None
424|Sheet Music: Flat Piano|15|WorldLock|Sheet_Music|FFFFFF|000000|3|3825|None
425|Sheet Music: Flat Piano Seed|15|0|Seed|000000|000000|20|0|None
426|Sheet Music: Drums|13|WorldLock|Sheet_Music|FFFFFF|000000|3|2587|None
427|Sheet Music: Drums Seed|13|0|Seed|000000|000000|20|0|None
428|Race Start Flag|22|0|Foreground_Block|FFF115|7DC0F8|5|11308|None
429|Race Start Flag Seed|22|0|Seed|000000|000000|20|0|None
430|Race End Flag|33|0|Foreground_Block|686868|F4F4F4|5|36927|None
431|Race End Flag Seed|33|0|Seed|000000|000000|20|0|None
432|Blue Star Wallpaper|18|0|Background_Block|001394|FFE721|3|6372|None
433|Blue Star Wallpaper Seed|18|0|Seed|000000|000000|20|0|None
434|Sandstone Wall|1|0|Background_Block|A59D57|C3BC81|3|31|None
435|Sandstone Wall Seed|1|0|Seed|000000|000000|20|0|None
436|Wall Like An Egyptian|22|0|Background_Block|A59D57|C3BC81|3|11308|None
437|Wall Like An Egyptian Seed|22|0|Seed|000000|000000|20|0|None
438|Plumbing|18|0|Foreground_Block|2AA20E|44F519|4|6372|None
439|Plumbing Seed|18|0|Seed|000000|000000|20|0|None
440|Ice|30|0|Slippery_Block|CDF8FA|FFFFFF|6|27900|None
441|Ice Seed|30|0|Seed|000000|000000|20|0|None
442|Sand|1|0|Foreground_Block|E6D15A|FFFFDD|3|31|None
443|Sand Seed|1|0|Seed|000000|000000|20|0|None
444|Fishbowl|40|0|Foreground_Block|BAEFF8|DAEC97|7|65200|None
445|Fishbowl Seed|40|0|Seed|000000|000000|20|0|None
446|Poodle Skirt|41|NoSeed|Clothing|FFBBBB|000000|0|70151|Pants
447|Poodle Skirt Seed|41|NoSeed|Seed|000000|000000|20|0|None
448|Backpack|17|NoSeed|Clothing|A28A48|857447|0|5423|Back
449|Backpack Seed|17|NoSeed|Seed|000000|000000|20|0|None
450|Space Helmet|82|NoSeed, Foreground|Clothing|E4E4E4|FFE221|0|553828|Hair
451|Space Helmet Seed|82|NoSeed|Seed|000000|000000|20|0|None
452|Plate Mail|51|NoSeed|Clothing|7C8E85|C0CAC5|0|134181|Shirt
453|Plate Mail Seed|51|NoSeed|Seed|000000|000000|20|0|None
454|Venus Guytrap|41|0|Deadly_Block|196F48|66E838|6|70151|None
455|Venus Guytrap Seed|41|0|Seed|000000|000000|20|0|None
456|Dice Block|70|Wrenchable|Random_Block|CDD8D6|5C7470|10|345100|None
457|Dice Block Seed|70|0|Seed|000000|000000|20|0|None
458|Dresser|14|MultiFacing|Platform|6B4D33|9A6B42|5|3164|None
459|Dresser Seed|14|0|Seed|000000|000000|20|0|None
460|Table Lamp|24|Wrenchable|Toggleable_Foreground|C4DFE4|E1E433|6|14544|None
461|Table Lamp Seed|24|0|Seed|000000|000000|20|0|None
462|Fedora|83|NoSeed|Clothing|292929|5A5A5A|0|574277|Hat
463|Fedora Seed|83|NoSeed|Seed|000000|000000|20|0|None
464|Dame's Fedora|85|NoSeed|Clothing|292929|5A5A5A|0|616675|Hat
465|Dame's Fedora Seed|85|NoSeed|Seed|000000|000000|20|0|None
466|Pinstripe Suit|82|NoSeed|Clothing|616161|DD4A2D|0|553828|Shirt
467|Pinstripe Suit Seed|82|NoSeed|Seed|000000|000000|20|0|None
468|Pinstripe Pants|89|NoSeed|Clothing|292929|5A5A5A|0|707639|Pants
469|Pinstripe Pants Seed|89|NoSeed|Seed|000000|000000|20|0|None
470|Cigar|81|NoSeed|Clothing|896A3D|CC5842|0|533871|Face
471|Cigar Seed|81|NoSeed|Seed|000000|000000|20|0|None
472|Tommygun|87|NoSeed, NoSelf|Clothing|2B2B2B|5A4932|0|661113|Hand
473|Tommygun Seed|87|NoSeed|Seed|000000|000000|20|0|None
474|Flapper Headband|82|NoSeed|Clothing|F6EC54|262626|0|553828|Hair
475|Flapper Headband Seed|82|NoSeed|Seed|000000|000000|20|0|None
476|Flapper Dress|80|NoSeed|Clothing|A7321F|E33E23|0|514400|Shirt
477|Flapper Dress Seed|80|NoSeed|Seed|000000|000000|20|0|None
478|Art Deco Block|83|0|Foreground_Block|414141|E5CE33|5|574277|None
479|Art Deco Block Seed|83|0|Seed|000000|000000|20|0|None
480|Victrola|94|Wrenchable|Toggleable_Foreground|8E5A34|EACE42|6|833404|None
481|Victrola Seed|94|0|Seed|000000|000000|20|0|None
482|Big Old Sideways Arrow|13|MultiFacing|Foreground_Block|E13233|EC5E42|4|2587|None
483|Big Old Sideways Arrow Seed|13|0|Seed|000000|000000|20|0|None
484|Big Old Up Arrow|22|0|Foreground_Block|E13233|EC5E42|4|11308|None
485|Big Old Up Arrow Seed|22|0|Seed|000000|000000|20|0|None
486|Big Old Down Arrow|13|0|Foreground_Block|E13233|EC5E42|4|2587|None
487|Big Old Down Arrow Seed|13|0|Seed|000000|000000|20|0|None
488|Blue Wristband|34|NoSeed|Clothing|28AFDE|4BC4ED|0|40324|Hand
489|Blue Wristband Seed|34|NoSeed|Seed|000000|000000|20|0|None
490|Blue Headband|73|NoSeed, Foreground|Clothing|28AFDE|4BC4ED|0|391207|Face
491|Blue Headband Seed|73|NoSeed|Seed|000000|000000|20|0|None
492|Red Sportsball Jersey|28|NoSeed|Clothing|D54A47|EFEFEF|0|22792|Shirt
493|Red Sportsball Jersey Seed|28|NoSeed|Seed|000000|000000|20|0|None
494|Red Sweatpants|19|NoSeed|Clothing|D54A47|EFEFEF|0|7429|Pants
495|Red Sweatpants Seed|19|NoSeed|Seed|000000|000000|20|0|None
496|Air Robinsons|47|NoSeed|Clothing|E6E6E6|79D6F5|0|105233|Feet
497|Air Robinsons Seed|47|NoSeed|Seed|000000|000000|20|0|None
498|Hippie Sandals|23|NoSeed|Clothing|87713F|B5964D|0|12857|Feet
499|Hippie Sandals Seed|23|NoSeed|Seed|000000|000000|20|0|None
500|Pastel Pants|4|NoSeed|Clothing|FFF4C9|FFE3FF|0|184|Pants
501|Pastel Pants Seed|4|NoSeed|Seed|000000|000000|20|0|None
502|Pastel Suit|11|NoSeed|Clothing|FFF4C9|FFE3FF|0|1661|Shirt
503|Pastel Suit Seed|11|NoSeed|Seed|000000|000000|20|0|None
504|Bunny Mask|8|NoSeed|Clothing|F1F1F1|F8C2F8|0|752|Face
505|Bunny Mask Seed|8|NoSeed|Seed|000000|000000|20|0|None
506|Bunny Ears|16|NoSeed|Clothing|F1F1F1|F8C2F8|0|4576|Hat
507|Bunny Ears Seed|16|NoSeed|Seed|000000|000000|20|0|None
508|Wicker Basket|16|NoSeed|Clothing|B0A688|6CE422|0|4576|Hand
509|Wicker Basket Seed|16|NoSeed|Seed|000000|000000|20|0|None
510|Pastel Pink Block|5|0|Foreground_Block|F8D1EC|FFFFFF|8|275|None
511|Pastel Pink Block Seed|5|0|Seed|000000|000000|20|0|None
512|Pastel Orange Block|10|0|Foreground_Block|F5DFC6|FFFFFF|8|1300|None
513|Pastel Orange Block Seed|10|0|Seed|000000|000000|20|0|None
514|Pastel Yellow Block|7|0|Foreground_Block|F3F0B9|FFFFFF|8|553|None
515|Pastel Yellow Block Seed|7|0|Seed|000000|000000|20|0|None
516|Pastel Green Block|6|0|Foreground_Block|C5F2B2|FFFFFF|8|396|None
517|Pastel Green Block Seed|6|0|Seed|000000|000000|20|0|None
518|Pastel Aqua Block|6|0|Foreground_Block|B2F2E8|000000|8|396|None
519|Pastel Aqua Block Seed|6|0|Seed|000000|000000|20|0|None
520|Pastel Blue Block|16|0|Foreground_Block|CEDEF7|FFFFFF|8|4576|None
521|Pastel Blue Block Seed|16|0|Seed|000000|000000|20|0|None
522|Pastel Purple Block|20|0|Foreground_Block|E7C6F5|FFFFFF|12|8600|None
523|Pastel Purple Block Seed|20|0|Seed|000000|000000|20|0|None
524|Bunny Tail|10|NoSeed|Clothing|F1F1F1|F8C2F8|0|1300|Back
525|Bunny Tail Seed|10|NoSeed|Seed|000000|000000|20|0|None
526|Pinball Bumper|53|0|Bouncy|FFE433|4BA7FF|7|150467|None
527|Pinball Bumper Seed|53|0|Seed|000000|000000|20|0|None
528|Lucky Clover|999|NoSeed, Dropless|Consummable|53B511|70F317|3|3600|None
529|Lucky Clover Seed|999|NoSeed|Seed|000000|000000|20|0|None
530|Orange Beard|999|NoSeed, Dropless|Clothing|F3A309|DB800B|0|3600|Face
531|Orange Beard Seed|999|NoSeed|Seed|000000|000000|20|0|None
532|Leprechaun Hat|999|NoSeed, Dropless|Clothing|51AA14|EEE10E|0|3600|Hat
533|Leprechaun Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
534|Green Pants|999|NoSeed, Dropless|Clothing|51AA14|EEE10E|0|3600|Pants
535|Green Pants Seed|999|NoSeed|Seed|000000|000000|20|0|None
536|Leprechaun Suit|999|NoSeed, Dropless|Clothing|51AA14|EEE10E|0|3600|Shirt
537|Leprechaun Suit Seed|999|NoSeed|Seed|000000|000000|20|0|None
538|Leprechaun Shoes|999|NoSeed, Dropless|Clothing|51AA14|EEE10E|0|3600|Feet
539|Leprechaun Shoes Seed|999|NoSeed|Seed|000000|000000|20|0|None
540|Green Beer|999|NoSeed, Dropless|Consummable|53B511|70F317|3|3600|None
541|Green Beer Seed|999|NoSeed|Seed|000000|000000|20|0|None
542|Pot O' Gold|200|MultiFacing, NoSeed, Dropless, Foreground|Treasure|3D3D3D|FFF00B|10|8006000|None
543|Pot O' Gold Seed|200|NoSeed|Seed|000000|000000|20|0|None
544|Orange Portal|78|Wrenchable, NoShadow|Portal|FF720B|FFC827|5|476892|None
545|Orange Portal Seed|78|0|Seed|000000|000000|20|0|None
546|Blue Portal|84|Wrenchable, NoShadow|Portal|27E1FF|0B64FF|5|595224|None
547|Blue Portal Seed|84|0|Seed|000000|000000|20|0|None
548|Glass Block|7|0|Foreground_Block|86D7EC|FFFFFF|3|553|None
549|Glass Block Seed|7|0|Seed|000000|000000|20|0|None
550|Bookcase|42|MultiFacing|Platform|855F3D|4188BB|4|75348|None
551|Bookcase Seed|42|0|Seed|000000|000000|20|0|None
552|Secret Passage|15|MultiFacing, Wrenchable|Gateway|AE763A|F8C78E|5|3825|None
553|Secret Passage Seed|15|0|Seed|000000|000000|20|0|None
554|Ladder|26|0|Platform|83531F|F6C289|4|18356|None
555|Ladder Seed|26|0|Seed|000000|000000|20|0|None
556|Grey Wallpaper|42|0|Background_Block|B3B3B3|BEBEBE|3|75348|None
557|Grey Wallpaper Seed|42|0|Seed|000000|000000|20|0|None
558|Red Wallpaper|42|0|Background_Block|DB2B23|DF3D35|3|75348|None
559|Red Wallpaper Seed|42|0|Seed|000000|000000|20|0|None
560|Orange Wallpaper|47|0|Background_Block|BC6200|CF740C|3|105233|None
561|Orange Wallpaper Seed|47|0|Seed|000000|000000|20|0|None
562|Yellow Wallpaper|44|0|Background_Block|D0BF08|DBD11A|3|86504|None
563|Yellow Wallpaper Seed|44|0|Seed|000000|000000|20|0|None
564|Green Wallpaper|43|0|Background_Block|539F0C|65B11E|3|80797|None
565|Green Wallpaper Seed|43|0|Seed|000000|000000|20|0|None
566|Aqua Wallpaper|43|0|Background_Block|0CA082|1EB294|3|80797|None
567|Aqua Wallpaper Seed|43|0|Seed|000000|000000|20|0|None
568|Blue Wallpaper|53|0|Background_Block|277EE1|3990E1|3|150467|None
569|Blue Wallpaper Seed|53|0|Seed|000000|000000|20|0|None
570|Purple Wallpaper|57|0|Background_Block|AF52E1|C164E1|3|186903|None
571|Purple Wallpaper Seed|57|0|Seed|000000|000000|20|0|None
572|Phonecats Hat|999|NoSeed, Dropless|Clothing|808080|404040|0|3600|Hat
573|Phonecats Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
574|Turtle Hat|999|NoSeed, Dropless|Clothing|27B747|85B82A|0|3600|Hat
575|Turtle Hat Seed|999|NoSeed|Seed|000000|000000|20|0|None
576|Baneful Mask|58|NoSeed|Clothing|5D5D5D|CAC9C1|0|196852|Face
577|Baneful Mask Seed|58|NoSeed|Seed|000000|000000|20|0|None
578|Rollback Plaque|1|NoSeed|Foreground_Block|E5CE33|AC9A24|10|31|None
579|Rollback Plaque Seed|1|NoSeed|Seed|000000|000000|20|0|None
580|Happy Joy Plaque|3|0|Foreground_Block|B7D8AB|528B3E|4|117|None
581|Happy Joy Plaque Seed|3|0|Seed|000000|000000|20|0|None
582|Wizard Hat|65|NoSeed, RandomGrow|Clothing|55159B|1CDB26|0|276575|Hat
583|Wizard Hat Seed|65|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
584|Witch Hat|65|NoSeed, RandomGrow|Clothing|55159B|1CDB26|0|276575|Hat
585|Witch Hat Seed|65|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
586|Merlin Hat|65|NoSeed, RandomGrow|Clothing|55159B|1CDB26|0|276575|Hat
587|Merlin Hat Seed|65|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
588|Funk Wizard Hat|65|NoSeed, RandomGrow|Clothing|55159B|1CDB26|0|276575|Hat
589|Funk Wizard Hat Seed|65|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
590|Cursed Wizard Hat|65|NoSeed, RandomGrow|Clothing|55159B|1CDB26|0|276575|Hat
591|Cursed Wizard Hat Seed|65|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
592|Tiny Horsie|999|NoSeed, Dropless|Clothing|795E41|9C9C9C|0|3600|Feet
593|Tiny Horsie Seed|999|NoSeed|Seed|000000|000000|20|0|None
594|Elvish Longbow|39|NoSeed, NoSelf|Clothing|92754C|EBEBEB|0|60489|Hand
595|Elvish Longbow Seed|39|NoSeed|Seed|000000|000000|20|0|None
596|Treasure Chest|55|MultiFacing|Chest|B78249|FFF115|10|168025|None
597|Treasure Chest Seed|55|0|Seed|000000|000000|20|0|None
598|Dragon Gate|57|Wrenchable|Switch_Block|E4E4E4|FF2727|15|186903|None
599|Dragon Gate Seed|57|0|Seed|000000|000000|20|0|None
600|Wizard's Robe|60|NoSeed|Clothing|9940C6|F9EDFF|0|217800|Shirt
601|Wizard's Robe Seed|60|NoSeed|Seed|000000|000000|20|0|None
602|GrowBeats Headphones|69|NoSeed, Foreground|Clothing|292830|C13E43|0|330579|Face
603|GrowBeats Headphones Seed|69|NoSeed|Seed|000000|000000|20|0|None
604|Golden Sword|58|NoSeed|Clothing|FFE827|3FC5CB|0|196852|Hand
605|Golden Sword Seed|58|NoSeed|Seed|000000|000000|20|0|None
606|Barrel|11|0|Foreground_Block|8E5423|C2C2C2|3|1661|None
607|Barrel Seed|11|0|Seed|000000|000000|20|0|None
608|Tavern Sign|85|Wrenchable|Sign|B78249|FFF115|5|616675|None
609|Tavern Sign Seed|85|0|Seed|000000|000000|20|0|None
610|Bunny Egg|1|NoSeed, Dropless|Magic_Egg|BDF7FA|FEEAD5|8|31|None
611|Magic Egg|1|NoSeed|Seed|000000|000000|20|0|None
612|Lattice Background|15|0|Background_Block|B78249|9F7243|3|3825|None
613|Lattice Background Seed|15|0|Seed|000000|000000|20|0|None
614|Rotten Egg|6|NoSeed, Dropless|Consummable|E0E9D9|A5C18D|3|396|None
615|Rotten Egg Seed|6|NoSeed|Seed|000000|000000|20|0|None
616|Cuddly Bunny|41|NoSeed, Dropless, RandomGrow|Consummable|FFFFFF|EFA7EF|3|70151|None
617|Cuddly Bunny Seed|41|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
618|Psychotic Bunny|41|NoSeed, Dropless, RandomGrow|Consummable|FFFFFF|EFA7EF|3|70151|None
619|Psychotic Bunny Seed|41|NoSeed, RandomGrow|Seed|000000|000000|20|0|None
620|Copper Plumbing|27|0|Background_Block|B58223|D69F35|6|20493|None
621|Copper Plumbing Seed|27|0|Seed|000000|000000|20|0|None
622|Steel Girder|50|0|Platform|888888|B0B0B0|3|126500|None
623|Steel Girder Seed|50|0|Seed|000000|000000|20|0|None
624|Pinball Sproinger|56|0|Trampoline_Block|4BA7FF|FFE433|3|177296|None
625|Pinball Sproinger Seed|56|0|Seed|000000|000000|20|0|None
626|Tangram Block A|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
627|Tangram Block A Seed|15|RandomGrow|Seed|000000|000000|20|0|None
628|Tangram Block B|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
629|Tangram Block B Seed|15|RandomGrow|Seed|000000|000000|20|0|None
630|Tangram Block C|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
631|Tangram Block C Seed|15|RandomGrow|Seed|000000|000000|20|0|None
632|Tangram Block D|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
633|Tangram Block D Seed|15|RandomGrow|Seed|000000|000000|20|0|None
634|Tangram Block E|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
635|Tangram Block E Seed|15|RandomGrow|Seed|000000|000000|20|0|None
636|Tangram Block F|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
637|Tangram Block F Seed|15|RandomGrow|Seed|000000|000000|20|0|None
638|Tangram Block G|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
639|Tangram Block G Seed|15|RandomGrow|Seed|000000|000000|20|0|None
640|Tangram Block H|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
641|Tangram Block H Seed|15|RandomGrow|Seed|000000|000000|20|0|None
642|Tangram Block I|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
643|Tangram Block I Seed|15|RandomGrow|Seed|000000|000000|20|0|None
644|Tangram Block J|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
645|Tangram Block J Seed|15|RandomGrow|Seed|000000|000000|20|0|None
646|Tangram Block K|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
647|Tangram Block K Seed|15|RandomGrow|Seed|000000|000000|20|0|None
648|Tangram Block L|15|RandomGrow|Foreground_Block|000000|FFFFFF|7|3825|None
649|Tangram Block L Seed|15|RandomGrow|Seed|000000|000000|20|0|None
650|Chalkboard|52|0|Background_Block|4E5846|915A1F|4|142168|None
651|Chalkboard Seed|52|0|Seed|000000|000000|20|0|None
652|School Desk|20|MultiFacing|Platform|FC890E|CBCBCB|4|8600|None
653|School Desk Seed|20|0|Seed|000000|000000|20|0|None
654|Red Bricks|7|0|Foreground_Block|B73225|A2A2A2|5|553|None
655|Red Bricks Seed|7|0|Seed|000000|000000|20|0|None
656|Mailbox|57|MultiFacing, Wrenchable|Mailbox|E2E2E2|B78249|4|186903|None
657|Mailbox Seed|57|0|Seed|000000|000000|20|0|None
658|Bulletin Board|67|Wrenchable|Bulletin_Board|F8E69E|E9C0EC|4|302773|None
659|Bulletin Board Seed|67|0|Seed|000000|000000|20|0|None
660|Letter|1|NoSeed, Permanent, Dropless|Bulletin_Board|61442B|C0A892|4|31|None
661|Letter Seed|1|NoSeed|Seed|000000|000000|20|0|None
662|Baseball Bat|12|NoSeed, NoSelf|Clothing|D4CC76|C3BA5D|0|2088|Hand
663|Baseball Bat Seed|12|NoSeed|Seed|000000|000000|20|0|None
664|Swiss Cheese Block|21|0|Foreground_Block|F1EDB5|A9A043|5|9891|None
665|Swiss Cheese Block Seed|21|0|Seed|000000|000000|20|0|None
666|Granite Block|23|0|Foreground_Block|95978B|2B2A1E|5|12857|None
667|Granite Block Seed|23|0|Seed|000000|000000|20|0|None
668|Marble Block|46|0|Foreground_Block|ABBBB9|E7E3E5|7|98716|None
669|Marble Block Seed|46|0|Seed|000000|000000|20|0|None
670|Pencil|8|0|Foreground_Block|D5BD1B|DDD6B1|3|752|None
671|Pencil Seed|8|0|Seed|000000|000000|20|0|None
672|Growtopia Lunchbox|999|NoSeed, Dropless|Clothing|EE6232|ADEC74|0|3600|Hand
673|Growtopia Lunchbox Seed|999|NoSeed|Seed|000000|000000|20|0|None
674|Grey Hair Bun|19|NoSeed|Clothing|9E9E9E|B9B9B9|0|7429|Hair
675|Grey Hair Bun Seed|19|NoSeed|Seed|000000|000000|20|0|None
676|Apple|19|0|Consummable|F91415|66D91F|3|7429|None
677|Apple Seed|19|0|Seed|000000|000000|20|0|None
678|Crimson Eagle Wings|95|NoSeed, Dropless|Clothing|EF2713|1C37EA|0|860225|Back
679|Crimson Eagle Wings Seed|95|NoSeed|Seed|000000|000000|20|0|None
680|Grimstone|7|0|Foreground_Block|2E3E35|2F5325|5|553|None
681|Grimstone Seed|7|0|Seed|000000|000000|20|0|None
682|Blackrock Wall|42|0|Background_Block|020207|161622|5|75348|None
683|Blackrock Wall Seed|42|0|Seed|000000|000000|20|0|None
684|Iron Bars|26|0|Foreground_Block|959595|585858|5|18356|None
685|Iron Bars Seed|26|0|Seed|000000|000000|20|0|None
686|Jail Door|42|Wrenchable|Gateway|959595|585858|5|75348|None
687|Jail Door Seed|42|0|Seed|000000|000000|20|0|None
688|Skeleton|72|MultiFacing|Foreground_Block|C7C7C7|292929|3|375408|None
689|Skeleton Seed|72|0|Seed|000000|000000|20|0|None
690|Headsman's Axe|65|NoSeed|Clothing|924528|ACACAC|0|276575|Hand
691|Headsman's Axe Seed|65|NoSeed|Seed|000000|000000|20|0|None
692|Iron Mask|999|NoSeed, Dropless|Clothing|6F6F6F|766262|0|3600|Face
693|Iron Mask Seed|999|NoSeed|Seed|000000|000000|20|0|None
694|Worthless Rags|5|NoSeed|Clothing|B49672|A7865F|0|275|Shirt
695|Worthless Rags Seed|5|NoSeed|Seed|000000|000000|20|0|None
696|Torch|3|Wrenchable|Toggleable_Foreground|7F5635|FF2015|6|117|None
697|Torch Seed|3|0|Seed|000000|000000|20|0|None
698|Meow Ears|999|NoSeed, Dropless, Untradable|Clothing|53F3FF|EFEFEF|0|3600|Hair
699|Meow Ears Seed|999|NoSeed|Seed|000000|000000|20|0|None
700|Sombrero|999|NoSeed, Dropless|Clothing|E8D594|DFC879|0|3600|Hat
701|Sombrero Seed|999|NoSeed|Seed|000000|000000|20|0|None
702|Poncho|999|NoSeed, Dropless|Clothing|CAB768|92CA64|0|3600|Shirt
703|Poncho Seed|999|NoSeed|Seed|000000|000000|20|0|None
